,Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
307,comment_count,7,0,34640043,14,0,0,4011202,19,4
316,comment_count,3,0,31418388,44,0,11,4114861,11,9
320,comment_count,4,0,26620028,57,0,19,3214863,20,10
342,comment_count,9,0,37440195,6,0,0,5500758,17,2
343,comment_count,3,0,36113433,6,0,0,3944958,16,7
356,comment_count,3,7,35090939,569,0,214,1951081,18,82
359,comment_count,3,5,36199404,224,0,12,4034349,17,49
363,comment_count,3,0,33905353,85,0,42,4702869,19,42
367,comment_count,7,14,33506379,2276,0,165,204634,19,325
372,comment_count,5,0,34865512,484,0,73,3477974,18,222
380,comment_count,4,542,11701164,21766,1,1793,138601,14,1593
381,comment_count,3,542,33780531,21766,0,1793,138601,16,1593
386,comment_count,3,24,36982911,447,1,45,1464280,17,106
391,comment_count,3,0,37485414,88,-1,5,5907840,18,15
395,comment_count,5,106,35799301,3345,1,154,432844,18,523
402,comment_count,7,10,31965655,433,0,116,2442991,19,93
415,comment_count,6,10,26523890,3437,0,364,341062,18,466
424,comment_count,3,49,37413576,6421,0,485,514438,18,885
434,comment_count,5,18,30654853,589,0,139,767696,18,216
446,comment_count,3,2,29756232,616,0,29,993739,15,58
452,comment_count,4,2,33255721,1435,1,60,5304324,20,51
455,comment_count,6,28,36629639,5549,0,58,1967601,18,120
461,comment_count,3,2,25851873,2154,0,177,2006878,20,284
468,comment_count,3,15,27865715,1140,1,332,2719424,14,275
477,comment_count,3,0,30442140,112,0,20,2205754,18,42
479,comment_count,4,0,36726714,136,0,23,4707724,17,18
484,comment_count,4,0,36019555,136,0,23,4707724,20,18
499,comment_count,3,1,36247694,191,0,169,4835120,17,102
522,comment_count,3,0,27946170,2751,0,407,2038271,19,460
523,comment_count,15,0,35712168,2751,0,407,2038271,16,460
524,comment_count,4,1,37746444,835,0,47,2419954,20,51
531,comment_count,5,0,32120631,57,0,2,5029248,20,42
535,comment_count,3,0,33397877,119,0,4,3778853,20,26
541,comment_count,3,6,34015802,328,1,86,3009441,18,89
555,comment_count,4,32,33280247,2007,0,361,1445985,17,699
558,comment_count,7,32,32778606,2007,0,361,1445985,16,699
559,comment_count,3,32,34384356,2007,0,361,1445985,17,699
564,comment_count,3,0,36771193,183,0,28,1421982,18,23
566,comment_count,3,32,37415089,4653,0,2038,4055042,18,540
569,comment_count,7,11,37257857,3362,1,107,3840981,16,289
596,comment_count,4,0,33195455,176,0,33,859141,14,84
600,comment_count,3,0,36829695,76,0,101,5831861,17,38
620,comment_count,6,32,34192158,1678,0,234,1058739,16,582
623,comment_count,5,32,37462184,1678,0,234,1058739,18,582
625,comment_count,3,32,36024661,1678,1,234,1058739,20,582
626,comment_count,3,9,36706288,717,-3,62,5757434,20,122
633,comment_count,7,16,27347779,745,0,31,4129151,16,69
635,comment_count,3,7,35668382,4346,0,69,580131,17,336
643,comment_count,5,0,35413622,14,0,0,4703317,20,54
645,comment_count,3,15,37609938,4136,0,1506,415600,18,432
653,comment_count,4,4010,37591016,4642,0,300,3270037,15,1516
699,comment_count,3,0,35068228,57,0,0,5449146,14,7
706,comment_count,4,0,32970203,41,0,7,5287765,14,9
708,comment_count,3,0,29342083,108,0,5,3395776,17,10
723,comment_count,8,0,31938618,1,0,0,5214496,19,0
727,comment_count,3,0,37341758,1,-2,0,6360008,16,3
728,comment_count,3,0,36525093,1,-1,0,4889881,19,14
730,comment_count,7,0,31665023,3,0,0,5058721,17,4
733,comment_count,3,0,37595415,11,0,0,3708840,19,1
746,comment_count,4,0,37631287,52,0,21,6396951,17,23
748,comment_count,4,262,33319735,896,0,384,4702471,17,249
750,comment_count,4,7,33503845,748,0,24,2032771,14,154
759,comment_count,3,10,35002719,1495,0,320,2630509,16,442
773,comment_count,3,0,36094171,243,0,32,2272355,20,60
781,comment_count,4,2,36456818,2503,0,3826,5110870,18,547
790,comment_count,4,35,28081841,5606,0,291,409617,20,521
794,comment_count,3,6,34137056,1473,0,391,2610933,20,101
797,comment_count,4,5,33520523,2494,-1,216,3217306,20,213
801,comment_count,3,1,31247027,364,0,4,1242336,17,24
804,comment_count,4,0,26595230,156,0,22,3223502,15,15
805,comment_count,3,19,28841599,1497,1,180,2310450,16,260
809,comment_count,6,25,36285802,2438,0,843,337306,7,610
825,comment_count,3,20,37566792,2960,1,1694,3498910,18,327
852,comment_count,4,0,26983415,310,0,13,3024827,19,124
860,comment_count,3,0,31916913,56,0,22,3745015,20,23
864,comment_count,3,0,37609921,37,0,23,3811820,13,18
865,comment_count,5,69,37754590,3940,0,1001,913903,14,2455
887,comment_count,3,0,33443720,316,0,40,4905093,13,31
888,comment_count,3,8,32482570,470,0,224,4965921,16,48
891,comment_count,3,28,37238925,1741,0,592,1876775,15,466
904,comment_count,4,0,30940037,1384,0,66,478949,16,142
908,comment_count,3,9,37054613,2398,-2,60,301593,20,217
910,comment_count,3,0,36236338,24,-2,12,5045204,20,16
912,comment_count,4,2,23874357,3994,0,53,828547,16,459
913,comment_count,4,13,33675406,1527,1,462,587656,16,137
914,comment_count,3,77,36307592,4079,0,2408,792888,14,654
918,comment_count,3,77,24596261,4079,0,2408,792888,20,654
919,comment_count,3,1,24577294,494,0,9,3481781,18,29
943,comment_count,3,18,31171370,1206,1,64,1115762,14,211
944,comment_count,7,5,30685788,790,0,117,1603232,15,225
946,comment_count,5,5,24695051,790,1,117,1603232,20,225
950,comment_count,7,0,37307261,369,0,101,985197,20,136
967,comment_count,5,3,31969365,1550,1,384,998232,20,174
975,comment_count,3,8,36858711,872,0,70,5246735,19,263
977,comment_count,5,8,37751673,872,0,70,5246735,12,263
995,comment_count,3,22,36961061,2314,0,173,1160805,16,344
1002,comment_count,4,7,31327429,5196,0,2699,3216297,17,514
1004,comment_count,3,7,25087725,5196,0,2699,3216297,20,514
1010,comment_count,4,16,31514151,2576,2,49,5024009,18,117
1026,comment_count,5,277,35486603,13736,1,1961,3536236,13,2198
1027,comment_count,3,3,37499461,7953,0,214,775359,18,2283
1032,comment_count,4,18,23539106,8173,0,59,1320129,18,1296
1036,comment_count,3,7,37053890,1502,0,3518,1636266,18,283
1039,comment_count,3,0,25512987,5,0,0,3882648,14,4
1049,comment_count,4,0,36678104,33,0,1,1520670,20,8
1056,comment_count,3,0,32898694,24,0,15,3287440,11,11
1059,comment_count,6,0,32931434,19,-2,3,5370659,8,12
1071,comment_count,3,0,37727799,1,0,0,6445621,14,1
1085,comment_count,3,0,37537917,8,-2,0,6401594,20,2
1088,comment_count,4,0,34780682,11,0,0,3765435,16,6
1091,comment_count,3,0,30803726,13,-5,1,1567070,13,16
1092,comment_count,3,0,36955988,13,0,0,1598040,9,19
1093,comment_count,5,0,31447980,16,0,0,5122361,15,2
1099,comment_count,8,19,37376628,482,1,152,5269447,17,57
1100,comment_count,7,0,37514177,415,2,367,4682948,19,144
1107,comment_count,4,46,35703233,1072,0,515,2144796,17,283
1108,comment_count,6,1,34110923,146,-1,72,4958526,16,20
1111,comment_count,3,2,29953666,196,0,279,3200163,16,194
1116,comment_count,6,1,34909233,407,1,169,1124083,17,150
1118,comment_count,4,1,36488298,407,1,169,1124083,15,150
1124,comment_count,4,1,28453177,440,0,28,2820238,15,83
1130,comment_count,6,29,37366234,2859,-1,498,846281,13,904
1133,comment_count,4,29,36553552,2859,0,498,846281,17,904
1135,comment_count,6,29,37274543,2859,0,498,846281,18,904
1136,comment_count,4,29,34693282,2859,0,498,846281,20,904
1145,comment_count,3,29,37435019,2859,0,498,846281,20,904
1146,comment_count,6,29,24715013,2859,0,498,846281,19,904
1148,comment_count,4,29,24732401,2859,0,498,846281,17,904
1151,comment_count,4,2,31473107,2910,0,424,660896,17,254
1159,comment_count,4,100,29346297,2961,0,691,889604,17,407
1189,comment_count,5,0,36794866,483,0,8,4717141,19,28
1194,comment_count,3,0,34751463,887,0,1280,3922262,14,95
1197,comment_count,3,18,35964032,2647,0,1482,1033684,13,952
1202,comment_count,3,18,37645004,2647,1,1482,1033684,19,952
1208,comment_count,7,0,30869129,101,0,20,3248304,19,42
1214,comment_count,10,80,33203660,7286,0,306,3042759,14,540
1236,comment_count,7,1,36314976,238,0,68,5361321,17,75
1237,comment_count,4,0,12991435,138,0,74,340225,19,82
1247,comment_count,3,697,37589992,43870,1,1000,717214,11,3529
1251,comment_count,4,0,36720959,109,0,10,1171010,16,26
1266,comment_count,4,0,37342263,476,0,56,5552153,13,94
1276,comment_count,8,0,28850182,112,0,136,4545695,17,81
1285,comment_count,3,3,34932051,467,0,34,2168333,15,76
1286,comment_count,3,0,35413308,75,0,20,952827,19,31
1315,comment_count,5,6,27939094,357,0,29,3050579,18,59
1323,comment_count,6,8,36885914,603,1,147,2220339,17,262
1324,comment_count,13,8,35879725,603,0,147,2220339,16,262
1328,comment_count,8,0,37305094,182,-1,45,1598452,19,100
1329,comment_count,5,52,36064174,578,0,79,5922441,19,75
1334,comment_count,3,90,31924965,22374,1,862,138557,18,2327
1336,comment_count,3,0,37594306,23,0,0,6252284,19,15
1355,comment_count,4,4,35038471,957,0,119,2576839,17,271
1360,comment_count,4,4,34137087,957,0,119,2576839,10,271
1366,comment_count,8,4,32100151,957,0,119,2576839,20,271
1373,comment_count,3,0,36368697,103,0,79,3073187,14,28
1374,comment_count,3,62,33274895,2216,0,451,1668069,16,1426
1377,comment_count,3,62,33955274,2216,0,451,1668069,16,1426
1384,comment_count,6,62,24572919,2216,0,451,1668069,16,1426
1392,comment_count,5,50,33356852,1186,0,710,2768038,20,756
1393,comment_count,3,50,37330387,1186,0,710,2768038,19,756
1409,comment_count,4,30,32968098,18700,0,3498,774183,18,1414
1412,comment_count,5,9,36644466,324,-1,47,5847511,20,48
1413,comment_count,6,9,36475034,324,0,47,5847511,16,48
1414,comment_count,9,3,29169698,555,0,90,1598358,20,101
1417,comment_count,4,0,37487949,51,0,24,982374,17,31
1430,comment_count,3,136,33303051,3938,0,982,3711219,20,992
1433,comment_count,4,136,35386912,3938,0,982,3711219,20,992
1443,comment_count,6,38,37579834,10273,0,611,997112,15,1477
1449,comment_count,3,109,37677823,8055,0,294,1519458,12,564
1451,comment_count,5,109,37181994,8055,-2,294,1519458,19,564
1460,comment_count,3,0,37054281,17,0,4,3918630,19,3
1478,comment_count,5,0,35526603,49,0,184,5127350,19,9
1492,comment_count,3,0,35988792,86,0,5,3173905,13,12
1500,comment_count,4,0,37006959,1,0,0,4602986,20,0
1519,comment_count,8,0,34085840,11,0,0,4337043,20,19
